lineId,x,y
0,0,286.37652587890625
0,1,314.7676696777344
0,2,278.01873779296875
0,3,253.24179077148438
0,4,299.9466857910156
0,5,217.3026123046875
0,6,240.16757202148438
0,7,326.7266845703125
0,8,359.68524169921875
0,9,294.89453125
0,10,274.803955078125
0,11,271.61981201171875
0,12,316.4137268066406
0,13,237.9856719970703
0,14,333.4211120605469
0,15,323.2284240722656
0,16,290.7388000488281
0,17,159.76243591308594
0,18,243.03533935546875
0,19,292.3562927246094
0,20,395.4526672363281
0,21,211.8956756591797
0,22,272.7894592285156
0,23,271.6410827636719
0,24,239.90399169921875
0,25,298.29541015625
0,26,264.8617858886719
0,27,235.609619140625
0,28,208.85845947265625
0,29,211.2259063720703
0,30,254.42935180664062
0,31,305.1226501464844
0,32,247.20484924316406
0,33,266.9728698730469
0,34,267.7755126953125
0,35,287.7841796875
0,36,239.96690368652344
0,37,283.17724609375
0,38,244.18235778808594
0,39,257.65887451171875
0,40,295.7767639160156
0,41,241.95423889160156
0,42,306.7450256347656
0,43,213.9824676513672
0,44,277.9203186035156
0,45,302.5885925292969
0,46,265.4382629394531
0,47,335.9852600097656
0,48,293.5524597167969
0,49,237.71278381347656
0,50,340.51605224609375
0,51,207.09605407714844
0,52,159.81251525878906
0,53,260.3950500488281
0,54,301.4931335449219
0,55,283.2901611328125
0,56,319.5249938964844
0,57,285.65576171875
0,58,436.5
0,59,454.5525207519531
0,60,437.3060302734375
0,61,389.0587463378906
0,62,310.1371154785156
0,63,202.04910278320312
0,64,255.6691131591797
0,65,339.7493591308594
0,66,334.5890197753906
0,67,402.2083435058594
0,68,412.878662109375
0,69,383.227783203125
0,70,424.65179443359375
0,71,394.5393371582031
0,72,396.3172912597656
0,73,360.379638671875
0,74,372.78680419921875
0,75,303.5307922363281
0,76,237.62188720703125
0,77,253.95315551757812
0,78,233.3826446533203
0,79,90.3199462890625
0,80,75.29351806640625
0,81,131.77854919433594
0,82,158.36041259765625
0,83,232.41262817382812
0,84,261.46624755859375
0,85,121.15187072753906
0,86,105.45637512207031
0,87,41.866668701171875
0,88,100.01921844482422
0,89,137.91165161132812
0,90,199.80368041992188
0,91,148.3527374267578
0,92,213.95407104492188
0,93,191.07382202148438
0,94,349.050048828125
0,95,346.6740417480469
0,96,284.05743408203125
0,97,218.6766357421875
0,98,276.3736572265625
0,99,324.7398986816406
1,0,232.70223999023438
1,1,282.1559143066406
1,2,224.56341552734375
1,3,215.8246307373047
1,4,297.97320556640625
1,5,340.9443054199219
1,6,314.80438232421875
1,7,325.3675537109375
1,8,323.34765625
1,9,263.56988525390625
1,10,299.1294860839844
1,11,259.9848937988281
1,12,227.2694091796875
1,13,238.07899475097656
1,14,308.4143981933594
1,15,292.9745788574219
1,16,268.9552307128906
1,17,269.3980712890625
1,18,245.64695739746094
1,19,297.7112121582031
1,20,184.61756896972656
1,21,223.89259338378906
1,22,234.2630615234375
1,23,274.0245666503906
1,24,229.57652282714844
1,25,331.4737548828125
1,26,269.86175537109375
1,27,216.95230102539062
1,28,228.1134796142578
1,29,251.62579345703125
1,30,176.121826171875
1,31,268.58258056640625
1,32,232.6422119140625
1,33,201.74012756347656
1,34,196.76956176757812
1,35,229.6835174560547
1,36,218.6646270751953
1,37,263.4478759765625
1,38,224.9609832763672
1,39,297.27630615234375
1,40,292.53155517578125
1,41,286.4486389160156
1,42,197.1796875
1,43,252.52542114257812
1,44,324.55340576171875
1,45,292.2776794433594
1,46,251.43482971191406
1,47,261.6585693359375
1,48,216.54200744628906
1,49,222.11814880371094
1,50,233.34548950195312
1,51,206.9713592529297
1,52,268.5920715332031
1,53,267.3732604980469
1,54,142.5607452392578
1,55,105.32418823242188
1,56,116.97419738769531
1,57,-20.122570037841797
1,58,-56.72205352783203
1,59,89.64569854736328
1,60,40.59266662597656
1,61,102.77792358398438
1,62,116.68245697021484
1,63,167.2548828125
1,64,83.71983337402344
1,65,-97.9778823852539
1,66,29.112653732299805
1,67,177.99856567382812
1,68,338.1303405761719
1,69,314.3193664550781
1,70,164.48214721679688
1,71,111.6487045288086
1,72,8.456131935119629
1,73,-93.2120590209961
1,74,-103.39485168457031
1,75,-70.58335876464844
1,76,-153.43063354492188
1,77,-119.54977416992188
1,78,-104.2152099609375
1,79,-91.14328002929688
1,80,-135.77279663085938
1,81,-69.9856185913086
1,82,-110.16202545166016
1,83,9.088285446166992
1,84,-75.59738159179688
1,85,-52.5970458984375
1,86,0.30762675404548645
1,87,99.71453094482422
1,88,97.24272918701172
1,89,108.40113830566406
1,90,36.049068450927734
1,91,172.19642639160156
1,92,316.75372314453125
1,93,252.6659393310547
1,94,113.03305053710938
1,95,110.86366271972656
1,96,233.1632537841797
1,97,225.02142333984375
1,98,335.0058898925781
1,99,354.8657531738281
2,0,217.59474182128906
2,1,306.87310791015625
2,2,266.7381286621094
2,3,253.89845275878906
2,4,279.619140625
2,5,247.06777954101562
2,6,220.01510620117188
2,7,321.4007873535156
2,8,288.76251220703125
2,9,281.8272399902344
2,10,252.47866821289062
2,11,266.0572204589844
2,12,234.48855590820312
2,13,238.41673278808594
2,14,308.0501708984375
2,15,183.87722778320312
2,16,220.22056579589844
2,17,166.59600830078125
2,18,220.22808837890625
2,19,234.18751525878906
2,20,250.6937255859375
2,21,218.7006378173828
2,22,263.873046875
2,23,287.1828918457031
2,24,261.3381652832031
2,25,346.2666320800781
2,26,293.4740905761719
2,27,243.92230224609375
2,28,233.3702392578125
2,29,260.65899658203125
2,30,313.2640075683594
2,31,301.4156494140625
2,32,289.74700927734375
2,33,209.89447021484375
2,34,228.8500518798828
2,35,228.185546875
